"","Run","Covariance","Variance_V1","Variance_V2","Variance_V3","Variance_epsilon","Variance_gamma","Variance_total_marginal","Variance_total_conditional"
"Run: 418 Cov: low",418,0.1,0.146244603065741,0.251952475626881,0.35923409125628,0.107969178518553,0.132082797620791,0.757431169948902,0.889513967569693
"Run: 418 Cov: medium",418,0.5,0.216638463611019,0.280065908671746,0.344507570403822,0.0677047330304054,0.0892279109138789,0.841211942686587,0.930439853600466
"Run: 418 Cov: high",418,0.9,0.286748583190069,0.299454912162291,0.310581476619953,0.0562545650476556,0.0524728767187047,0.896784971972313,0.949257848691018
"Run: 419 Cov: none",419,0,0.122849593975482,0.257530693974662,0.369212729920702,0.12829134675762,0.115434059102794,0.749593017870845,0.865027076973639
"Run: 419 Cov: low",419,0.1,0.148389212266242,0.262532610919051,0.377547518148065,0.11242938235653,0.0939728486349072,0.788469341333357,0.882442189968264
"Run: 419 Cov: medium",419,0.5,0.219407059121913,0.28606690020131,0.346511727285308,0.073086020016706,0.0678702837105224,0.851985686608531,0.919855970319053
"Run: 419 Cov: high",419,0.9,0.285864064776771,0.296649952321879,0.310493584516593,0.0536987609519131,0.0546110335683396,0.893007601615243,0.947618635183582
"Run: 420 Cov: none",420,0,0.12003765735395,0.254371281787241,0.392837072053529,0.127623560067691,0.106932069701586,0.76724601119472,0.874178080896306
"Run: 420 Cov: low",420,0.1,0.13701251953448,0.262094160919993,0.37961081694422,0.105745498292789,0.109280055089748,0.778717497398693,0.88799755248844
"Run: 420 Cov: medium",420,0.5,0.227163895266486,0.295219481615787,0.353859345076354,0.0762216079833954,0.0538244180271396,0.876242721958627,0.930067139985767
"Run: 420 Cov: high",420,0.9,0.284796501113538,0.29666370207864,0.304192069461672,0.0542402916969346,0.0605268891513491,0.885652272653849,0.946179161805199
"Run: 421 Cov: none",421,0,0.120599080563695,0.253647367184581,0.361736643138755,0.120842079882988,0.14215303927988,0.735983090887031,0.878136130166911
"Run: 421 Cov: low",421,0.1,0.150647342678255,0.267031974394403,0.367091697639478,0.104634932258074,0.105768537816493,0.784771014712137,0.89053955252863
"Run: 421 Cov: medium",421,0.5,0.221564530554859,0.286016746567762,0.342766916531258,0.0727810578984714,0.0743740267608774,0.850348193653879,0.924722220414757
"Run: 421 Cov: high",421,0.9,0.285430071628131,0.296933608095268,0.308434048084229,0.0556036694596097,0.0564245130156022,0.890797727807628,0.947222240823231
"Run: 422 Cov: none",422,0,0.128036543741783,0.255551835836733,0.378249520844578,0.122906769762729,0.115930201629324,0.761837900423094,0.877768102052419
"Run: 422 Cov: low",422,0.1,0.144514492211873,0.269617045380716,0.378587297882249,0.109510478583682,0.0944382218687367,0.792718835474839,0.887157057343576
"Run: 422 Cov: medium",422,0.5,0.22335195574697,0.287631509289171,0.342642568611975,0.0737394805942443,0.0701919627759123,0.853626033648116,0.923817996424028
"Run: 422 Cov: high",422,0.9,0.285452929119747,0.297411297345194,0.30735604014352,0.0544981762578534,0.0557895192718936,0.890220266608461,0.946009785880354
"Run: 423 Cov: none",423,0,0.114672901313478,0.247850952766112,0.366865000361642,0.12416946977366,0.146137180256105,0.729388854441232,0.875526034697336
"Run: 423 Cov: low",423,0.1,0.141079161386554,0.260748511310712,0.370677503428202,0.10758749821936,0.113635569375998,0.772505176125468,0.886140745501466
"Run: 423 Cov: medium",423,0.5,0.220681172558121,0.287551776676834,0.342166948069701,0.0734487001325837,0.0833113786505802,0.850399897304656,0.933711275955237
"Run: 423 Cov: high",423,0.9,0.284294298714204,0.294206266577916,0.305607574542064,0.0547441300375379,0.0633545345693863,0.884108139834185,0.947462674403571
"Run: 424 Cov: none",424,0,0.125886222184218,0.245267001403443,0.373911020776877,0.123111725148593,0.123978771064233,0.745064244364538,0.869043015428771
"Run: 424 Cov: low",424,0.1,0.142700488130655,0.260350254169726,0.368415405687011,0.110265144605465,0.113039581089917,0.771466147987392,0.884505729077309
"Run: 424 Cov: medium",424,0.5,0.219824921804357,0.284142893007141,0.340138972380939,0.0725676559991069,0.0788404517794413,0.844106787192437,0.922947238971878
"Run: 424 Cov: high",424,0.9,0.285310612028081,0.297847113631969,0.307259126194748,0.0576024893644996,0.055257070370959,0.890416851854798,0.945673922225757
"Run: 425 Cov: none",425,0,0.124213463898061,0.255248751685916,0.372114331735329,0.127165005754757,0.118107170032999,0.751576547319307,0.869683717352305
"Run: 425 Cov: low",425,0.1,0.151480955637858,0.257937861720414,0.376689879687354,0.107153185351441,0.0946350741714468,0.786108697045626,0.880743771217072
"Run: 425 Cov: medium",425,0.5,0.222085363762446,0.291906402578696,0.343833644318825,0.0711016441166303,0.0758510803329819,0.857825410659967,0.933676490992949
"Run: 425 Cov: high",425,0.9,0.287977887258384,0.299369701996546,0.310691504466423,0.0567257194873591,0.0499246204416954,0.898039093721353,0.947963714163049
"Run: 426 Cov: none",426,0,0.121584060466011,0.24756639321299,0.366350087773288,0.121034369782414,0.130599168644637,0.73550054145229,0.866099710096927
"Run: 426 Cov: low",426,0.1,0.142934744899409,0.274802301690679,0.374591988012867,0.11099814973977,0.0937533085308718,0.792329034602955,0.886082343133827
"Run: 426 Cov: medium",426,0.5,0.223152915297248,0.29390235823857,0.345782304593901,0.0774165283956624,0.0673429646615683,0.862837578129719,0.930180542791287
"Run: 426 Cov: high",426,0.9,0.286148945185572,0.296275828027525,0.306885290219571,0.0553138960896138,0.0667990918773068,0.889310063432668,0.956109155309975
"Run: 427 Cov: none",427,0,0.121289829638096,0.236964137227764,0.369820758642294,0.13055052980907,0.138943065207065,0.728074725508153,0.867017790715218
"Run: 427 Cov: low",427,0.1,0.146376358176977,0.263039484261105,0.374961772715373,0.108880506773401,0.118046476300766,0.784377615153455,0.902424091454222
"Run: 427 Cov: medium",427,0.5,0.225594274184223,0.28902322404231,0.34432334730656,0.0725506268615897,0.0687278733019593,0.858940845533093,0.927668718835052
"Run: 427 Cov: high",427,0.9,0.285182516178577,0.301098011373188,0.311300376416617,0.0558744804449729,0.0492991218905831,0.897580903968382,0.946880025858965
"Run: 428 Cov: none",428,0,0.12357492851008,0.256271471628297,0.368414059808424,0.127955726303355,0.121508194409701,0.748260459946801,0.869768654356502
"Run: 428 Cov: low",428,0.1,0.151765476572977,0.266590646044196,0.37240759793687,0.111910653984681,0.115709563854891,0.790763720554042,0.906473284408933
"Run: 428 Cov: medium",428,0.5,0.223033403556507,0.287641709150824,0.339375332741636,0.0750549184064261,0.069620025946033,0.850050445448967,0.919670471395
"Run: 428 Cov: high",428,0.9,0.2896852541727,0.301852078797844,0.311840071506077,0.0535037813105679,0.0463246281256653,0.903377404476621,0.949702032602287
"Run: 429 Cov: none",429,0,0.113995372820735,0.244133460821461,0.367407688807789,0.126381175955103,0.143184096688553,0.725536522449985,0.868720619138537
"Run: 429 Cov: low",429,0.1,0.149555475146992,0.257652925807763,0.37144370072691,0.106305450396167,0.114702248272923,0.778652101681665,0.893354349954589
"Run: 429 Cov: medium",429,0.5,0.217919487659203,0.291288611366256,0.345627322795147,0.0775039742337748,0.0659935603571645,0.854835421820607,0.920828982177772
"Run: 429 Cov: high",429,0.9,0.284580838713141,0.296685041923197,0.306263553476919,0.0562000387760065,0.0556723205886003,0.887529434113257,0.943201754701857
"Run: 430 Cov: none",430,0,0.122948612582054,0.251895180110412,0.380814297289907,0.123694139824518,0.118245677988551,0.755658089982372,0.873903767970923
"Run: 430 Cov: low",430,0.1,0.146309437639665,0.269436271409012,0.383107913057805,0.107931721887406,0.101541624619209,0.798853622106482,0.900395246725691
"Run: 430 Cov: medium",430,0.5,0.222560254394855,0.283613605328965,0.344552794920193,0.0724057784807782,0.0824496092933658,0.850726654644014,0.93317626393738
"Run: 430 Cov: high",430,0.9,0.284391107587019,0.295984185009005,0.307884965175123,0.0569623206105016,0.0516952223843512,0.888260257771147,0.939955480155498
"Run: 431 Cov: none",431,0,0.120423547611838,0.247726267852635,0.372240104820391,0.121636370137756,0.124963521426678,0.740389920284865,0.865353441711543
"Run: 431 Cov: low",431,0.1,0.142279456958804,0.261420298115191,0.370145561613959,0.111077054314547,0.118746241444434,0.773845316687954,0.892591558132388
"Run: 431 Cov: medium",431,0.5,0.229990401824523,0.284309407402445,0.343808865868058,0.0725512378993264,0.0690753078630471,0.858108675095026,0.927183982958073
"Run: 431 Cov: high",431,0.9,0.286010722041617,0.29651828806294,0.309107535746279,0.0557620448306483,0.0577816975587989,0.891636545850836,0.949418243409635
"Run: 432 Cov: none",432,0,0.121216142117404,0.253239209775864,0.381565564387337,0.128499333248678,0.114899868705984,0.756020916280604,0.870920784986588
"Run: 432 Cov: low",432,0.1,0.154066275791314,0.261622791990467,0.367094874844342,0.111603289351112,0.111024790223966,0.782783942626124,0.89380873285009
"Run: 432 Cov: medium",432,0.5,0.231682015319335,0.291071908404791,0.345811793450652,0.073953303530041,0.0635937753470206,0.868565717174778,0.932159492521799
"Run: 432 Cov: high",432,0.9,0.285989758783062,0.298786787418151,0.309292181289384,0.0560782056189871,0.0553748743231794,0.894068727490597,0.949443601813776
"Run: 433 Cov: none",433,0,0.125641209236742,0.246509059902128,0.383876799289886,0.122360507152224,0.13133277498651,0.756027068428755,0.887359843415265
"Run: 433 Cov: low",433,0.1,0.140567526055605,0.267749103190718,0.37165448311085,0.109016991343708,0.112307387514498,0.779971112357174,0.892278499871672
"Run: 433 Cov: medium",433,0.5,0.223538321009119,0.28661666306688,0.350488928019858,0.0737220406417243,0.0680528300020457,0.860643912095857,0.928696742097903
"Run: 433 Cov: high",433,0.9,0.28744469081962,0.298647126923483,0.310305685313192,0.0531243126676777,0.0526832054237842,0.896397503056295,0.949080708480079
"Run: 434 Cov: none",434,0,0.121243463446388,0.234352388650473,0.374841069106109,0.121515487994985,0.134834233642515,0.73043692120297,0.865271154845485
"Run: 434 Cov: low",434,0.1,0.15490814338795,0.262539625118493,0.381971825725502,0.111843829325464,0.10129429464544,0.799419594231945,0.900713888877385
"Run: 434 Cov: medium",434,0.5,0.229122695275507,0.2888753829317,0.349124885219619,0.0755082695013548,0.0659487817373277,0.867122963426826,0.933071745164154
"Run: 434 Cov: high",434,0.9,0.286010494422199,0.298058957227903,0.311452886512084,0.0550606517972488,0.0489503598470348,0.895522338162186,0.94447269800922
"Run: 435 Cov: none",435,0,0.126711628326312,0.249842464584463,0.361377866729194,0.12212270439798,0.139157647873093,0.737931959639969,0.877089607513062
"Run: 435 Cov: low",435,0.1,0.139131503351525,0.260050790639596,0.384228333068616,0.112701453315656,0.0937988434959594,0.783410627059737,0.877209470555696
"Run: 435 Cov: medium",435,0.5,0.2251194345547,0.295273495567132,0.349865797945762,0.0748747472978032,0.0641713055956164,0.870258728067594,0.934430033663211
"Run: 435 Cov: high",435,0.9,0.282520936635192,0.296185419969045,0.306908264032312,0.0585736182120908,0.0629184100625521,0.885614620636548,0.948533030699101
"Run: 436 Cov: none",436,0,0.124108928933304,0.268208051449121,0.377636641328709,0.128060116252744,0.116818445979331,0.769953621711134,0.886772067690466
"Run: 436 Cov: low",436,0.1,0.147470019535533,0.258133531737894,0.377330482551529,0.109865679889751,0.106064732488202,0.782934033824956,0.888998766313158
"Run: 436 Cov: medium",436,0.5,0.218888312766072,0.288618186620742,0.338538331052514,0.0732290942713384,0.0795132753308306,0.846044830439328,0.925558105770159
"Run: 436 Cov: high",436,0.9,0.280298952915933,0.290628618217196,0.301750614540402,0.0562539298841456,0.0575279840061625,0.872678185673531,0.930206169679693
"Run: 437 Cov: none",437,0,0.128879026176005,0.248147037180425,0.385878557908839,0.124298878055991,0.117041578237601,0.762904621265269,0.879946199502871
"Run: 437 Cov: low",437,0.1,0.151528898460105,0.265516425799453,0.372567323469007,0.10913302677864,0.113693043443145,0.789612647728566,0.903305691171711
"Run: 437 Cov: medium",437,0.5,0.225311721326629,0.283206636772081,0.347381699902573,0.0726599874781139,0.0710118125467499,0.855900058001284,0.926911870548033
"Run: 437 Cov: high",437,0.9,0.286378809367944,0.300192846972792,0.308374618583759,0.0582336934972102,0.0565228374786726,0.894946274924495,0.951469112403167
"Run: 438 Cov: none",438,0,0.121107448338238,0.250298897527275,0.377078286561786,0.125397184992223,0.133463603486957,0.748484632427298,0.881948235914255
"Run: 438 Cov: low",438,0.1,0.148272708839051,0.265243142011215,0.380731017164085,0.110968975664767,0.0958926206541314,0.794246868014351,0.890139488668482
"Run: 438 Cov: medium",438,0.5,0.224315922579231,0.283708829858569,0.343365305728836,0.0743323170645193,0.0816654327827938,0.851390058166637,0.93305549094943
"Run: 438 Cov: high",438,0.9,0.28486088912367,0.296691717633619,0.306060937170792,0.0540435153292269,0.0554369707326511,0.887613543928081,0.943050514660732
"Run: 439 Cov: none",439,0,0.133220468005615,0.248905912983013,0.386072067087172,0.130037821684752,0.110476691795841,0.7681984480758,0.878675139871641
"Run: 439 Cov: low",439,0.1,0.147686823991944,0.261913558492276,0.362905834981847,0.110670550052078,0.121313641372072,0.772506217466066,0.893819858838139
"Run: 439 Cov: medium",439,0.5,0.218211660318455,0.286257806145764,0.344888971096113,0.0752037702414466,0.0709340821226977,0.849358437560333,0.92029251968303
"Run: 439 Cov: high",439,0.9,0.28353197072456,0.295343409264246,0.306755816816993,0.0562217089103792,0.0596739863573112,0.8856311968058,0.945305183163111
"Run: 440 Cov: none",440,0,0.13034439096396,0.256975660287958,0.375811809083443,0.12738209676583,0.10295057461723,0.763131860335361,0.866082434952591
"Run: 440 Cov: low",440,0.1,0.143786343201741,0.254954595678477,0.383017576222176,0.111138259203537,0.10339254022699,0.781758515102394,0.885151055329385
"Run: 440 Cov: medium",440,0.5,0.221532383263975,0.283910697158339,0.345211273051771,0.072821348663111,0.0739175324175596,0.850654353474086,0.924571885891645
"Run: 440 Cov: high",440,0.9,0.282128256714547,0.294489587423732,0.303900450600853,0.0542402482310317,0.0605194300860924,0.880518294739132,0.941037724825225
"Run: 441 Cov: none",441,0,0.12570057469761,0.240740783634726,0.378773886634531,0.122262308277134,0.131376608710354,0.745215244966867,0.876591853677221
"Run: 441 Cov: low",441,0.1,0.148776517326131,0.265026950052,0.375189931191843,0.110566507708125,0.102659767608373,0.788993398569975,0.891653166178348
"Run: 441 Cov: medium",441,0.5,0.217881307578261,0.289601612408028,0.339213040285794,0.0730816283230004,0.0791129014319979,0.846695960272083,0.925808861704081
"Run: 441 Cov: high",441,0.9,0.282760102539927,0.297466787512877,0.303676804342373,0.0557955101206877,0.0541366654560875,0.883903694395178,0.938040359851265
"Run: 442 Cov: none",442,0,0.124630263284316,0.247149372981946,0.369170188855874,0.129055048336307,0.133964626051416,0.740949825122136,0.874914451173552
"Run: 442 Cov: low",442,0.1,0.150287430940247,0.273043688174349,0.367197904808827,0.108109075161563,0.103032390262417,0.790529023923423,0.89356141418584
"Run: 442 Cov: medium",442,0.5,0.21891263771703,0.286245976843066,0.342368669766795,0.0733152654053723,0.0769762969633857,0.847527284326891,0.924503581290276
"Run: 442 Cov: high",442,0.9,0.281635229339617,0.296068119707583,0.306757115077412,0.0529766258181978,0.0543474166754785,0.884460464124613,0.938807880800091
"Run: 443 Cov: none",443,0,0.118673725700745,0.254247519707956,0.378017393414736,0.125938560166521,0.119487227600055,0.750938638823437,0.870425866423491
"Run: 443 Cov: low",443,0.1,0.156882753622016,0.272899722574356,0.376030561079879,0.110482079110416,0.0862320859467555,0.80581303727625,0.892045123223006
"Run: 443 Cov: medium",443,0.5,0.225527804989563,0.286411643425998,0.348394908876132,0.0750458938074728,0.06701031506248,0.860334357291693,0.927344672354173
"Run: 443 Cov: high",443,0.9,0.28438481518708,0.296883694121046,0.306736263374091,0.0548061947472819,0.0629066011543453,0.888004772682217,0.950911373836562
"Run: 444 Cov: none",444,0,0.128103355974904,0.257033176706316,0.375552598368078,0.125297381699446,0.123997267480106,0.760689131049298,0.884686398529404
"Run: 444 Cov: low",444,0.1,0.146488752800231,0.259444100697765,0.370580162337381,0.109362895320117,0.11042681679593,0.776513015835377,0.886939832631307
"Run: 444 Cov: medium",444,0.5,0.220311206140591,0.283076779017023,0.345872403172535,0.0738106131977833,0.0804997395281384,0.849260388330149,0.929760127858287
"Run: 444 Cov: high",444,0.9,0.28668246128989,0.298911436499785,0.310286583376665,0.0551059020195281,0.0528644575964611,0.89588048116634,0.948744938762801
"Run: 445 Cov: none",445,0,0.1201875111659,0.245221231599245,0.381860774826579,0.124441396463779,0.129946129286398,0.747269517591723,0.877215646878121
"Run: 445 Cov: low",445,0.1,0.149276426293463,0.25457220570863,0.381248034100918,0.11162346458778,0.111123099230104,0.785096666103011,0.896219765333115
"Run: 445 Cov: medium",445,0.5,0.219800636996038,0.289945043459924,0.348229200207307,0.07173812475268,0.0767247103412294,0.857974880663268,0.934699591004497
"Run: 445 Cov: high",445,0.9,0.282101628334001,0.295382204494701,0.303397562534297,0.0559584525623925,0.0587735756580292,0.880881395362999,0.939654971021028
"Run: 446 Cov: none",446,0,0.121106911190238,0.246947034075402,0.372518041216363,0.122373545771828,0.131475973762705,0.740571986482004,0.872047960244708
"Run: 446 Cov: low",446,0.1,0.147660313592527,0.260492800723097,0.379605420774325,0.111370378663165,0.103191372101108,0.78775853508995,0.890949907191058
"Run: 446 Cov: medium",446,0.5,0.222430241621013,0.288625608126547,0.348909302761856,0.0732211288593729,0.0672646109574286,0.859965152509417,0.927229763466845
"Run: 446 Cov: high",446,0.9,0.28492876667894,0.296673867634544,0.308948104203013,0.0545923657336552,0.0488650172260153,0.890550738516498,0.939415755742513
"Run: 447 Cov: none",447,0,0.126287692252167,0.250692535331258,0.36101443777168,0.126318642510634,0.141381844062873,0.737994665355105,0.879376509417978
"Run: 447 Cov: low",447,0.1,0.148211427268611,0.261118640998005,0.372994997181713,0.112290267873259,0.10805373377268,0.782325065448329,0.890378799221009
"Run: 447 Cov: medium",447,0.5,0.219557533280595,0.287979082195436,0.341426042181237,0.0723828737140465,0.0755029313235777,0.848962657657268,0.924465588980845
"Run: 447 Cov: high",447,0.9,0.283316394742804,0.297060965964159,0.305752898860004,0.0535205731429319,0.0648848847229845,0.886130259566967,0.951015144289951
"Run: 448 Cov: none",448,0,0.128892490512953,0.261258325374797,0.377552202620916,0.131698425753385,0.110575497927766,0.767703018508666,0.878278516436432
"Run: 448 Cov: low",448,0.1,0.150452230262956,0.259587321944456,0.378128020971799,0.109556600169245,0.100441780974999,0.788167573179211,0.88860935415421
"Run: 448 Cov: medium",448,0.5,0.22552517251125,0.291513809400092,0.348855282518346,0.0721390453667021,0.0597991768684395,0.865894264429688,0.925693441298127
"Run: 448 Cov: high",448,0.9,0.28467451702738,0.297916438053073,0.306592134192367,0.0551871963598117,0.0550296014917106,0.88918308927282,0.944212690764531
"Run: 449 Cov: none",449,0,0.122888742588916,0.257693335495093,0.375547323470509,0.1259421280848,0.112850683465707,0.756129401554519,0.868980085020226
"Run: 449 Cov: low",449,0.1,0.141459104255357,0.264513807770943,0.381736561223336,0.10874166807364,0.101575251627423,0.787709473249636,0.889284724877058
"Run: 449 Cov: medium",449,0.5,0.220879022641375,0.287441545542352,0.347546216512737,0.0743870483727564,0.0666356916799349,0.855866784696464,0.922502476376399
"Run: 449 Cov: high",449,0.9,0.283713681007022,0.296241308336743,0.307419736267436,0.0556853064200721,0.055619618737103,0.887374725611201,0.942994344348304
"Run: 450 Cov: none",450,0,0.122780368146995,0.244600105005454,0.37431228989703,0.120561699525896,0.131586362268022,0.74169276304948,0.873279125317502
"Run: 450 Cov: low",450,0.1,0.151777901673781,0.263762056481352,0.372549299442416,0.11302904423024,0.100290691118414,0.788089257597549,0.888379948715964
"Run: 450 Cov: medium",450,0.5,0.21555912283435,0.286412614558856,0.339998025424946,0.0721793477565809,0.0793693317098167,0.841969762818151,0.921339094527968
"Run: 450 Cov: high",450,0.9,0.281023931080292,0.296482848476081,0.305964276036423,0.0560035508910687,0.0602957979998505,0.883471055592796,0.943766853592647
"Run: 451 Cov: none",451,0,0.126248544492262,0.247948503593307,0.371010423819173,0.126381251297553,0.126751409434669,0.745207471904742,0.871958881339411
"Run: 451 Cov: low",451,0.1,0.14878084374564,0.264276546078318,0.372222988770085,0.108892714543702,0.112333014174987,0.785280378594043,0.89761339276903
"Run: 451 Cov: medium",451,0.5,0.22561904734673,0.283210654206897,0.342980017075032,0.0745000661176293,0.0710639629862261,0.851809718628659,0.922873681614885
"Run: 451 Cov: high",451,0.9,0.284102968434924,0.294476595503237,0.305079654077879,0.0538030967508363,0.0559850345336224,0.88365921801604,0.939644252549662
"Run: 452 Cov: none",452,0,0.118803988287737,0.237100117501626,0.367827559912536,0.121868276237132,0.148645164276291,0.723731665701899,0.87237682997819
"Run: 452 Cov: low",452,0.1,0.145308495136484,0.263648255339717,0.381515414084241,0.116044599731072,0.0971653441828927,0.790472164560443,0.887637508743335
"Run: 452 Cov: medium",452,0.5,0.221873171095685,0.292657723690948,0.343041298532493,0.0722944831841331,0.0665207342462673,0.857572193319125,0.924092927565393
"Run: 452 Cov: high",452,0.9,0.285334856006147,0.299274062904719,0.306808907500086,0.0544984897645508,0.0575792434655312,0.891417826410952,0.948997069876483
"Run: 453 Cov: none",453,0,0.123823373663778,0.263704842615881,0.358625374767774,0.123170281749103,0.132545165040706,0.746153591047433,0.878698756088139
"Run: 453 Cov: low",453,0.1,0.145939040176331,0.264227727387212,0.377845057798974,0.10919235599424,0.0931035138786651,0.788011825362517,0.881115339241182
"Run: 453 Cov: medium",453,0.5,0.219948389570177,0.285697733387876,0.344745379806772,0.0716226052321857,0.0740765606272715,0.850391502764825,0.924468063392096
"Run: 453 Cov: high",453,0.9,0.284371663278559,0.297466866274508,0.31024176788149,0.0560574418881447,0.0499071070383439,0.892080297434557,0.941987404472901
"Run: 454 Cov: none",454,0,0.128162719363136,0.249639797729359,0.375789298574106,0.122826696663409,0.121973438031854,0.753591815666601,0.875565253698455
"Run: 454 Cov: low",454,0.1,0.151523694420092,0.265792187978262,0.378254511643756,0.112356703319288,0.0998363816681319,0.79557039404211,0.895406775710242
"Run: 454 Cov: medium",454,0.5,0.220948597318664,0.289975332399914,0.338086689820525,0.0745358562249597,0.075786767781612,0.849010619539103,0.924797387320715
"Run: 454 Cov: high",454,0.9,0.285228534359161,0.297633344144881,0.309309185523665,0.0575426929245721,0.0505057683968346,0.892171064027706,0.942676832424541
"Run: 455 Cov: none",455,0,0.12258073437013,0.252576078513108,0.386516559686921,0.120990864091488,0.115249410626274,0.761673372570159,0.876922783196433
"Run: 455 Cov: low",455,0.1,0.14971871267084,0.258834547300494,0.374313601705252,0.114928147775529,0.0967719062473113,0.782866861676586,0.879638767923897
"Run: 455 Cov: medium",455,0.5,0.221421834028318,0.284815039730363,0.343103434702375,0.0719181122062249,0.070478958624179,0.849340308461056,0.919819267085235
"Run: 455 Cov: high",455,0.9,0.282483440809839,0.295401581047001,0.308207794098623,0.055582689397988,0.0594071749191315,0.886092815955463,0.945499990874594
"Run: 456 Cov: none",456,0,0.116960518050981,0.244511964287553,0.367210243769146,0.121126272739665,0.144027594573607,0.72868272610768,0.872710320681288
"Run: 456 Cov: low",456,0.1,0.140622883004966,0.258995551500056,0.376813642652559,0.109056384846313,0.117266855584684,0.776432077157582,0.893698932742266
"Run: 456 Cov: medium",456,0.5,0.225522715408808,0.290781871873192,0.347998096654384,0.0716037806923397,0.0647128578823341,0.864302683936385,0.929015541818719
"Run: 456 Cov: high",456,0.9,0.281881073679468,0.293594752372118,0.306263355707547,0.0562079377466027,0.057773540049974,0.881739181759133,0.939512721809107
"Run: 457 Cov: none",457,0,0.121101985505,0.251601218464719,0.388769462816608,0.128707438804228,0.119584745849104,0.761472666786327,0.881057412635431
"Run: 457 Cov: low",457,0.1,0.140769781564408,0.256426390620125,0.367271387760873,0.106847860459633,0.126303524109818,0.764467559945405,0.890771084055223
"Run: 457 Cov: medium",457,0.5,0.214286887109986,0.278321469311347,0.333632997292232,0.0728983420101532,0.0931383313657936,0.826241353713565,0.919379685079359
"Run: 457 Cov: high",457,0.9,0.283519120456511,0.296625215034647,0.306465665081876,0.0554074332781615,0.0600808451258545,0.886610000573033,0.946690845698888
"Run: 458 Cov: none",458,0,0.121736526189783,0.24713019639768,0.363271763502093,0.122800175756543,0.145277019880455,0.732138486089556,0.877415505970011
"Run: 458 Cov: low",458,0.1,0.14478920614758,0.264683470568292,0.374937478983283,0.109604598171914,0.0957201885269955,0.784410155699155,0.880130344226151
"Run: 458 Cov: medium",458,0.5,0.222454443947776,0.288245966112525,0.34314285538536,0.0735538072474238,0.0730585224894866,0.853843265445662,0.926901787935149
"Run: 458 Cov: high",458,0.9,0.286167905838069,0.298831711534147,0.30934017732337,0.0571062140861823,0.0475851368261218,0.894339794695586,0.941924931521708
"Run: 459 Cov: none",459,0,0.121139086857258,0.250456121191745,0.375487859343815,0.125339163129918,0.126642537539402,0.747083067392819,0.873725604932221
"Run: 459 Cov: low",459,0.1,0.143885446375902,0.255744758108884,0.370902339467496,0.109843640420904,0.11578097588125,0.770532543952281,0.886313519833531
"Run: 459 Cov: medium",459,0.5,0.221978595850583,0.285300169429677,0.339154500640799,0.0750098445800259,0.0735355687013262,0.846433265921059,0.919968834622385
"Run: 459 Cov: high",459,0.9,0.283262552309411,0.297146024672361,0.307191401668743,0.0532819135168249,0.0582044425431369,0.887599978650516,0.945804421193652
"Run: 460 Cov: none",460,0,0.123741515439181,0.25438082048893,0.383022385755879,0.127898127601883,0.108385311443864,0.761144721683989,0.869530033127853
"Run: 460 Cov: low",460,0.1,0.149347186842418,0.265174988082219,0.374231601215356,0.110323367631386,0.104278390258102,0.788753776139994,0.893032166398096
"Run: 460 Cov: medium",460,0.5,0.222832572333427,0.285773239729302,0.340955369171075,0.0743051448125672,0.077435567277955,0.849561181233804,0.926996748511759
"Run: 460 Cov: high",460,0.9,0.284330252572374,0.297737879995315,0.306253292514603,0.0547688988313745,0.0549966089052682,0.888321425082293,0.943318033987561
"Run: 461 Cov: none",461,0,0.125719376393206,0.25097487207703,0.377974379913262,0.130520038099985,0.12880926913815,0.754668628383499,0.883477897521648
"Run: 461 Cov: low",461,0.1,0.143572375192332,0.257669837596343,0.37270093301875,0.108892174123276,0.121762918637014,0.773943145807425,0.89570606444444
"Run: 461 Cov: medium",461,0.5,0.222474930672194,0.282791349728703,0.347481734087136,0.072332774991474,0.0757374997114586,0.852748014488033,0.928485514199491
"Run: 461 Cov: high",461,0.9,0.285761473644043,0.299230526419043,0.308263604475673,0.0574350340468426,0.0482895340684521,0.893255604538759,0.941545138607211
"Run: 462 Cov: none",462,0,0.120286376237006,0.24608178655457,0.368169089688623,0.120245239339266,0.139743218818166,0.734537252480199,0.874280471298365
"Run: 462 Cov: low",462,0.1,0.147317555906665,0.271101175404601,0.382935444508347,0.107723640569806,0.0960510027636902,0.801354175819613,0.897405178583303
"Run: 462 Cov: medium",462,0.5,0.219458287100107,0.282798041993118,0.344552372835865,0.0709571978202298,0.0762456502178517,0.84680870192909,0.923054352146942
"Run: 462 Cov: high",462,0.9,0.285268288878594,0.29858136059872,0.307212262085596,0.0535611124815509,0.0564802010792477,0.891061911562911,0.947542112642158
"Run: 463 Cov: none",463,0,0.12409070553244,0.258150620485353,0.358313975930713,0.123012209996243,0.128050920295735,0.740555301948506,0.868606222244241
"Run: 463 Cov: low",463,0.1,0.146051203802909,0.253816570050979,0.36251088276435,0.110711869025763,0.127254857958703,0.762378656618238,0.889633514576941
"Run: 463 Cov: medium",463,0.5,0.218266773829496,0.290514860546885,0.342086757174525,0.0722072912534344,0.0726625764969157,0.850868391550906,0.923530968047822
"Run: 463 Cov: high",463,0.9,0.283556022617663,0.299707426918883,0.307338490114822,0.0561916680187963,0.0509561843950928,0.890601939651368,0.94155812404646
