"","Run","Covariance","Variance_V1","Variance_V2","Variance_V3","Variance_epsilon","Variance_gamma","Variance_total_marginal","Variance_total_conditional"
"Run: 46 Cov: low",46,0.1,0.140852509561284,0.269531246885406,0.376281135802862,0.111256848611535,0.0971949451134467,0.786664892249552,0.883859837362998
"Run: 46 Cov: medium",46,0.5,0.223760344930704,0.294238123755868,0.34703577239852,0.0722574069324018,0.0624690228252938,0.865034241085092,0.927503263910386
"Run: 46 Cov: high",46,0.9,0.286991982101076,0.301198247184603,0.310394857887993,0.0560408362515558,0.0523977357841875,0.898585087173672,0.95098282295786
"Run: 47 Cov: none",47,0,0.120928982883864,0.251417972049903,0.359861111456613,0.123039647413251,0.142530528622438,0.73220806639038,0.874738595012818
"Run: 47 Cov: low",47,0.1,0.146323465628564,0.264967318905731,0.372370949976232,0.111791553063837,0.11002941941085,0.783661734510527,0.893691153921377
"Run: 47 Cov: medium",47,0.5,0.225065222657989,0.2827713105626,0.341790281306678,0.0736327989335141,0.0750702648971578,0.849626814527268,0.924697079424425
"Run: 47 Cov: high",47,0.9,0.281892007373266,0.295390676100137,0.304898922082655,0.0557036957024069,0.056715741704427,0.882181605556058,0.938897347260485
"Run: 48 Cov: none",48,0,0.127405254046681,0.250147759608577,0.367066122633105,0.122305036447944,0.132910704047649,0.744619136288363,0.877529840336012
"Run: 48 Cov: low",48,0.1,0.14781842451449,0.259710329352336,0.377583403563435,0.114748117186907,0.100828046565402,0.785112157430261,0.885940203995663
"Run: 48 Cov: medium",48,0.5,0.222843593238379,0.289800055223654,0.343540673677395,0.0716256550464082,0.0710258193301269,0.856184322139427,0.927210141469554
"Run: 48 Cov: high",48,0.9,0.287369092159476,0.299804925269061,0.311296691548173,0.0548427156201541,0.0556027687152435,0.89847070897671,0.954073477691954
"Run: 49 Cov: none",49,0,0.118812760626967,0.24972366594646,0.369015198370505,0.126475810811799,0.124543730836264,0.737551624943932,0.862095355780196
"Run: 49 Cov: low",49,0.1,0.142796844677992,0.262955684060998,0.368745728381226,0.111150730452579,0.118992585147903,0.774498257120216,0.893490842268118
"Run: 49 Cov: medium",49,0.5,0.221845815301742,0.289034807276967,0.346498850659836,0.0726704428648795,0.0656506443195905,0.857379473238545,0.923030117558136
"Run: 49 Cov: high",49,0.9,0.283740122013605,0.295398548541736,0.307113688949607,0.055820489512989,0.0530795270215746,0.886252359504948,0.939331886526523
"Run: 50 Cov: none",50,0,0.128981353703783,0.242411967348272,0.378591625339602,0.128532052061623,0.118132132457117,0.749984946391657,0.868117078848775
"Run: 50 Cov: low",50,0.1,0.151652828625823,0.255840405850738,0.378394571444477,0.109409047390577,0.110142503163493,0.785887805921038,0.896030309084531
"Run: 50 Cov: medium",50,0.5,0.224788196840907,0.289797147529394,0.34662080266444,0.0751346134921205,0.0620566824080512,0.861206147034741,0.923262829442792
"Run: 50 Cov: high",50,0.9,0.287104075704692,0.296170577579783,0.306057165818281,0.0554614912542764,0.0607543953023163,0.889331819102755,0.950086214405072
"Run: 51 Cov: none",51,0,0.128101176354699,0.258646729395202,0.371950048516441,0.125859821673467,0.115461913812255,0.758697954266342,0.874159868078597
"Run: 51 Cov: low",51,0.1,0.145036363541613,0.269538110770045,0.3698494950113,0.108377847983707,0.105247324391052,0.784423969322957,0.889671293714009
"Run: 51 Cov: medium",51,0.5,0.232734112142099,0.292415557897649,0.353484621609914,0.072977008203678,0.0605902562774036,0.878634291649662,0.939224547927066
"Run: 51 Cov: high",51,0.9,0.286222820216343,0.297119466818266,0.309401634933879,0.0554008197310487,0.0530378769394286,0.892743921968488,0.945781798907917
"Run: 52 Cov: none",52,0,0.129146986629281,0.250428704629219,0.367020508297529,0.119448746468546,0.136733382966002,0.746596199556029,0.883329582522031
"Run: 52 Cov: low",52,0.1,0.143256556783825,0.259102551172504,0.366942736495744,0.105294461836898,0.118588664219252,0.769301844452073,0.887890508671326
"Run: 52 Cov: medium",52,0.5,0.219559240486925,0.283754904516006,0.349084544262922,0.0712690853792812,0.0767582021989109,0.852398689265853,0.929156891464764
"Run: 52 Cov: high",52,0.9,0.281204600054635,0.295372749066021,0.303478420908892,0.0573878331281704,0.0539769476018881,0.880055770029548,0.934032717631436
"Run: 53 Cov: none",53,0,0.122964276764816,0.249088760459957,0.393290654195412,0.126560654672566,0.105526675169306,0.765343691420185,0.870870366589492
"Run: 53 Cov: low",53,0.1,0.144844218890352,0.267030998572694,0.361706529954995,0.111216532257246,0.119486718942902,0.773581747418041,0.893068466360943
"Run: 53 Cov: medium",53,0.5,0.217231119250624,0.285601850290125,0.343972189535479,0.073664545489109,0.0738564420306972,0.846805159076228,0.920661601106926
"Run: 53 Cov: high",53,0.9,0.280173943867014,0.295010160733404,0.303235136582272,0.0556650903238674,0.0576178312402139,0.878419241182689,0.936037072422903
"Run: 54 Cov: none",54,0,0.122245160925916,0.258171872444167,0.370398132410818,0.124780435106817,0.126322345148789,0.750815165780901,0.877137510929689
"Run: 54 Cov: low",54,0.1,0.148345126882922,0.260386139992612,0.366352729681157,0.108565428346257,0.118440320834012,0.775083996556691,0.893524317390703
"Run: 54 Cov: medium",54,0.5,0.22233302925495,0.289147497421778,0.351172585632615,0.0731254678157426,0.070864814541121,0.862653112309343,0.933517926850464
"Run: 54 Cov: high",54,0.9,0.288903563311842,0.302108451393436,0.31048225045482,0.0546804263284264,0.0452302255240537,0.901494265160098,0.946724490684152
"Run: 55 Cov: none",55,0,0.137816151544457,0.242381995795303,0.378962289788525,0.122433554518721,0.120444337220694,0.759160437128286,0.879604774348979
"Run: 55 Cov: low",55,0.1,0.152582911961238,0.258933752792162,0.371923391184642,0.10430081996902,0.117902384839232,0.783440055938043,0.901342440777275
"Run: 55 Cov: medium",55,0.5,0.226963342470418,0.282914412667711,0.345066858826682,0.0706169992862212,0.0850826999970549,0.854944613964811,0.940027313961866
"Run: 55 Cov: high",55,0.9,0.282291223092668,0.295238658554673,0.304296126291184,0.0552002792998388,0.0671799261812768,0.881826007938526,0.949005934119802
"Run: 56 Cov: none",56,0,0.127101580004273,0.250483413664371,0.367376807406067,0.124162745157253,0.126742152079985,0.744961801074711,0.871703953154697
"Run: 56 Cov: low",56,0.1,0.145339734245234,0.264019467109264,0.381224246990374,0.109923707571096,0.102155645976997,0.790583448344873,0.89273909432187
"Run: 56 Cov: medium",56,0.5,0.223464894939668,0.285769014862074,0.34658332604737,0.0736061562821123,0.0704399892878024,0.855817235849112,0.926257225136915
"Run: 56 Cov: high",56,0.9,0.279894794186856,0.293365267562816,0.302231955089971,0.0540959273376294,0.0602729627506783,0.875492016839643,0.935764979590321
"Run: 57 Cov: none",57,0,0.128746754711096,0.251894973409645,0.369957290444665,0.121357115812645,0.123679584890369,0.750599018565405,0.874278603455774
"Run: 57 Cov: low",57,0.1,0.146189624439528,0.259521539357623,0.374681013206303,0.107271393142322,0.107029210786157,0.780392177003455,0.887421387789611
"Run: 57 Cov: medium",57,0.5,0.219030447702158,0.288709681069926,0.339900095570489,0.0737926597947,0.0738132142755864,0.847640224342574,0.92145343861816
"Run: 57 Cov: high",57,0.9,0.282838124118602,0.294625998961406,0.308658620901915,0.0561064141858168,0.0566371539854147,0.886122743981923,0.942759897967338
"Run: 58 Cov: none",58,0,0.119789848135637,0.239451983869206,0.374997273804974,0.126931416555686,0.140610310786119,0.734239105809817,0.874849416595936
"Run: 58 Cov: low",58,0.1,0.139212766534585,0.260335327905978,0.369718493639602,0.107866060317315,0.11627025424277,0.769266588080165,0.885536842322935
"Run: 58 Cov: medium",58,0.5,0.225011682543265,0.290536985350253,0.347829599653854,0.0743661626310166,0.0572955424815863,0.863378267547372,0.920673810028959
"Run: 58 Cov: high",58,0.9,0.283803705210174,0.296502845474843,0.305081223954563,0.0561430415406394,0.0619758523447667,0.885387774639581,0.947363626984347
"Run: 59 Cov: none",59,0,0.12195921821728,0.257569520222173,0.372480085348271,0.125966083434822,0.121784838543095,0.752008823787725,0.873793662330821
"Run: 59 Cov: low",59,0.1,0.150341123520169,0.253728278782232,0.366274306567809,0.110138865940392,0.124356013948241,0.77034370887021,0.894699722818451
"Run: 59 Cov: medium",59,0.5,0.223643595150931,0.292807826842135,0.347886587711493,0.0726392419417895,0.0629141121593768,0.864338009704559,0.927252121863936
"Run: 59 Cov: high",59,0.9,0.285311331101124,0.299097394900265,0.308570948785126,0.0548598922681464,0.0522591973188549,0.892979674786515,0.945238872105369
"Run: 60 Cov: none",60,0,0.122646657188631,0.247295586798079,0.376474397051874,0.122164468791795,0.144628579892801,0.746416641038584,0.891045220931385
"Run: 60 Cov: low",60,0.1,0.147733321264682,0.266796729432493,0.374396380599951,0.10852310998184,0.100100280733086,0.788926431297126,0.889026712030213
"Run: 60 Cov: medium",60,0.5,0.220424522926951,0.284451726332604,0.341834652591759,0.0737756655539334,0.0780740900549704,0.846710901851314,0.924784991906284
"Run: 60 Cov: high",60,0.9,0.284709481902323,0.298236441506173,0.308546073207809,0.0564508268661977,0.0585410186386793,0.891491996616305,0.950033015254985
"Run: 61 Cov: none",61,0,0.124360728029814,0.255493519879058,0.367711266373714,0.127823069783824,0.123195610642385,0.747565514282585,0.87076112492497
"Run: 61 Cov: low",61,0.1,0.146185401560796,0.263889926073435,0.367821804924105,0.109695225889631,0.118165657541731,0.777897132558337,0.896062790100067
"Run: 61 Cov: medium",61,0.5,0.223862319275677,0.287863856059497,0.343499564696788,0.0736299636974876,0.0745678585216166,0.855225740031962,0.929793598553578
"Run: 61 Cov: high",61,0.9,0.289555107363611,0.302585035917924,0.311627227382576,0.0549221205587195,0.050669181918018,0.903767370664111,0.954436552582129
"Run: 62 Cov: none",62,0,0.131653892366765,0.252154849775649,0.367187831309031,0.123372599073415,0.120062349398583,0.750996573451445,0.871058922850028
"Run: 62 Cov: low",62,0.1,0.154638696427339,0.265607139236628,0.367958491688973,0.111631114211037,0.101597492978828,0.78820432735294,0.889801820331768
"Run: 62 Cov: medium",62,0.5,0.223363171058851,0.289231530956591,0.349248681882821,0.075888019252034,0.0782300414300996,0.861843383898263,0.940073425328363
"Run: 62 Cov: high",62,0.9,0.284365881887647,0.297828338516785,0.306542129321092,0.0539426736855754,0.0595574617594731,0.888736349725524,0.948293811484997
"Run: 63 Cov: none",63,0,0.127595408609181,0.251150705948386,0.380315267234047,0.125680346949333,0.113833444346854,0.759061381791614,0.872894826138468
"Run: 63 Cov: low",63,0.1,0.152796433435549,0.255026056588367,0.368317372847744,0.115061518173275,0.109906142773313,0.77613986287166,0.886046005644973
"Run: 63 Cov: medium",63,0.5,0.217899294914776,0.284429487705757,0.343498770706036,0.0708164885264137,0.0774988379419371,0.845827553326569,0.923326391268506
"Run: 63 Cov: high",63,0.9,0.281549797197795,0.29464351289115,0.303760256612268,0.0532599299312835,0.061714784813315,0.879953566701213,0.941668351514528
"Run: 64 Cov: none",64,0,0.125325388499671,0.255948675919031,0.373615303575621,0.124399870670899,0.120387639326573,0.754889367994323,0.875277007320897
"Run: 64 Cov: low",64,0.1,0.155176390559362,0.257058166255729,0.367388137609272,0.105865492146755,0.112106648594479,0.779622694424363,0.891729343018842
"Run: 64 Cov: medium",64,0.5,0.224632857783983,0.288487437964266,0.346366777712275,0.0721224050004258,0.0791471059043366,0.859487073460524,0.93863417936486
"Run: 64 Cov: high",64,0.9,0.283625375042329,0.297059884981742,0.3093421208299,0.0562721003762705,0.0587543716420889,0.89002738085397,0.948781752496059
"Run: 65 Cov: none",65,0,0.131596514210641,0.253315113605594,0.365787217813547,0.124542084300621,0.125089398376175,0.750698845629782,0.875788244005957
"Run: 65 Cov: low",65,0.1,0.154085051586667,0.266484683398722,0.377175317727054,0.11028924575124,0.0989192192324647,0.797745052712444,0.896664271944908
"Run: 65 Cov: medium",65,0.5,0.222424974402576,0.285876239993122,0.342603390033842,0.0741582553878719,0.0761624352765764,0.85090460442954,0.927067039706116
"Run: 65 Cov: high",65,0.9,0.283590517518978,0.295466180376761,0.307150825297875,0.0565222859731215,0.0558540106798029,0.886207523193614,0.942061533873417
"Run: 66 Cov: none",66,0,0.124020657275122,0.245753412879624,0.371562033437843,0.123235211712086,0.130505179741681,0.74133610359259,0.871841283334271
"Run: 66 Cov: low",66,0.1,0.145195129418184,0.26659875529205,0.37066437055956,0.112116281850079,0.114697730127986,0.782458255269794,0.897155985397779
"Run: 66 Cov: medium",66,0.5,0.217176976293831,0.286518251410964,0.34430709253107,0.0756488662343868,0.0772804595240835,0.848002320235864,0.925282779759948
"Run: 66 Cov: high",66,0.9,0.285984918493563,0.299851006247396,0.310470408966957,0.0570351314916868,0.0540221041704055,0.896306333707915,0.950328437878321
"Run: 67 Cov: none",67,0,0.128821531025062,0.25423653651532,0.363120954852242,0.12292680777633,0.134837565122706,0.746179022392624,0.88101658751533
"Run: 67 Cov: low",67,0.1,0.151830953553517,0.267549618716018,0.370064253021426,0.109282453196382,0.106023698044785,0.789444825290962,0.895468523335747
"Run: 67 Cov: medium",67,0.5,0.219744290476623,0.288442537433458,0.345256695334663,0.0766911332282783,0.0762420987387646,0.853443523244743,0.929685621983508
"Run: 67 Cov: high",67,0.9,0.287359166113949,0.30181408179347,0.311343404428531,0.0562812432731651,0.0498349429664236,0.90051665233595,0.950351595302374
"Run: 68 Cov: none",68,0,0.134197665565949,0.251339213703271,0.385848338434524,0.124739501899303,0.107703401700215,0.771385217703743,0.879088619403958
"Run: 68 Cov: low",68,0.1,0.146379567399468,0.272355447063526,0.375860528849854,0.112964550723829,0.0996987633133992,0.794595543312849,0.894294306626248
"Run: 68 Cov: medium",68,0.5,0.222281750755137,0.289460568701857,0.342751427275949,0.0734626963320473,0.0701596866236683,0.854493746732943,0.924653433356611
"Run: 68 Cov: high",68,0.9,0.285440131924952,0.297484003122011,0.30826602084136,0.0569125844597969,0.056906582253461,0.891190155888322,0.948096738141783
"Run: 69 Cov: none",69,0,0.125268592824361,0.253357940116899,0.376390257677426,0.127519485249304,0.123479299281636,0.755016790618686,0.878496089900322
"Run: 69 Cov: low",69,0.1,0.141627966479767,0.256507139472771,0.371712089503971,0.110326010752088,0.120274064438933,0.769847195456509,0.890121259895442
"Run: 69 Cov: medium",69,0.5,0.222746930018009,0.285189118900917,0.333758128170856,0.0720600521866182,0.0839831253638308,0.841694177089782,0.925677302453613
"Run: 69 Cov: high",69,0.9,0.284208771991267,0.298031208340596,0.30570285277734,0.0552956658432873,0.0575445284223533,0.887942833109203,0.945487361531556
"Run: 70 Cov: none",70,0,0.114425282865995,0.250383842056876,0.378862326853851,0.124993634413892,0.132037141316952,0.743671451776723,0.875708593093674
"Run: 70 Cov: low",70,0.1,0.144084643411636,0.255542388503612,0.367453173144628,0.109928224104121,0.12195778931256,0.767080205059876,0.889037994372436
"Run: 70 Cov: medium",70,0.5,0.217115753803065,0.283404538072209,0.343576340885505,0.072676023848927,0.0790257757373587,0.844096632760779,0.923122408498137
"Run: 70 Cov: high",70,0.9,0.283790407755677,0.297424055547759,0.306265562662122,0.0542039221076843,0.0534397692359277,0.887480025965558,0.940919795201485
"Run: 71 Cov: none",71,0,0.121880698096041,0.246590042345331,0.379249200228052,0.122214599584155,0.123197324591272,0.747719940669424,0.870917265260696
"Run: 71 Cov: low",71,0.1,0.141312076818936,0.260770555653101,0.372759307186778,0.113396294241381,0.113326063213631,0.774841939658815,0.888168002872446
"Run: 71 Cov: medium",71,0.5,0.219979675815281,0.281638361946434,0.344410180526983,0.0692643539099431,0.0781484007499632,0.846028218288698,0.924176619038661
"Run: 71 Cov: high",71,0.9,0.285023476923787,0.297686139058103,0.307512025318835,0.0561529449536686,0.0560665799188278,0.890221641300725,0.946288221219553
"Run: 72 Cov: none",72,0,0.125277360027539,0.241281347753654,0.376586001908673,0.126619917706469,0.142593214315852,0.743144709689866,0.885737924005717
"Run: 72 Cov: low",72,0.1,0.140311525537021,0.269345054907555,0.37606977457515,0.110004158082572,0.106350582443637,0.785726355019726,0.892076937463363
"Run: 72 Cov: medium",72,0.5,0.216582385950102,0.286248601031361,0.34582388774583,0.0734602571279915,0.0782257353677985,0.848654874727293,0.926880610095092
"Run: 72 Cov: high",72,0.9,0.282117332267146,0.296422217223766,0.304841426757343,0.0561240625794006,0.0597937939914256,0.883380976248255,0.943174770239681
"Run: 73 Cov: none",73,0,0.125295869472952,0.248220735129163,0.365607501294456,0.127183025604128,0.128899133379053,0.739124105896571,0.868023239275623
"Run: 73 Cov: low",73,0.1,0.152270918284752,0.264571644786787,0.374658650229834,0.111781856652168,0.0921924433358481,0.791501213301374,0.883693656637222
"Run: 73 Cov: medium",73,0.5,0.220398642435338,0.282861771444649,0.344005431808867,0.0754374322186679,0.0808681197608301,0.847265845688854,0.928133965449684
"Run: 73 Cov: high",73,0.9,0.284785835208328,0.298576722703233,0.3061750448515,0.0536686254224196,0.0566318118368963,0.889537602763061,0.946169414599957
"Run: 74 Cov: none",74,0,0.1251448649384,0.258191295921225,0.366708318658522,0.125709680956249,0.12081538333895,0.750044479518146,0.870859862857096
"Run: 74 Cov: low",74,0.1,0.146831772858672,0.268880169746633,0.380028233663875,0.109609415825893,0.0964809205060401,0.79574017626918,0.89222109677522
